frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.6369972229003906 650.196533203125 215.28846740722656 968.55712890625],[534.722412109375 713.8193969726562 674.2133178710938 779.658935546875],0.6096428632736206,UP788V2774 ,0.32254107764919543
